,id,이름,시즌,포지션,나이,게임,타석,타수,득점,안타,2타,3타,홈런,루타,타점,볼넷,사구,고4,희타,희비,도루,도실,삼진,병살,타율,출루,장타,OPS,wOBA,wRC+,WAR+,WPA,타구속도,타구발사각,배럴개수,배럴비율
256,79608,안치홍,2018,2B,28,130,549,494,88,169,38,1,23,278,118,36,10,1,0,9,5,1,57,13,0.342,0.392,0.563,0.955,0.414,140.3,4.98,4.06,135.34648325358862,16.903110047846898,62.0,0.14832535885167464
257,79705,김회성,2018,3B,32,58,102,85,15,22,5,0,4,39,17,11,3,0,3,0,1,0,26,3,0.259,0.364,0.459,0.823,0.368,98.8,0.34,0.25,131.06788461538463,20.894230769230766,5.0,0.09615384615384616
258,99606,정성훈,2018,1B,38,88,205,183,22,54,11,0,4,77,28,16,5,1,0,1,0,1,49,5,0.295,0.366,0.421,0.7869999999999999,0.352,102.7,0.7,-0.32,134.36428571428561,13.147058823529402,20.0,0.16806722689075632
259,99810,이진영,2018,DH,38,110,312,283,40,90,17,1,3,118,39,25,0,1,1,3,2,1,35,3,0.318,0.37,0.417,0.7869999999999999,0.35,98.4,0.48,1.46,133.39720183486244,12.885321100917427,16.0,0.07339449541284404
260,60100,백창수,2019,LF,31,16,48,44,4,10,3,0,0,13,3,0,2,0,2,0,0,0,18,1,0.227,0.261,0.295,0.556,0.252,46.8,-0.17,-0.38,139.56318181818182,24.6,4.0,0.18181818181818185
261,60288,김응민,2019,C,27,8,13,13,0,3,1,0,0,4,0,0,0,0,0,0,0,0,6,1,0.231,0.231,0.308,0.539,0.237,,-0.02,-0.28,129.49285714285713,29.957142857142852,1.0,0.14285714285714285
262,60343,이해창,2019,C,32,30,43,40,0,5,0,0,0,5,0,2,1,0,0,0,0,0,11,0,0.125,0.186,0.125,0.311,0.154,-17.8,-0.35,-0.89,131.02149999999997,24.94,0.0,0.0
263,60523,정훈,2019,1B,31,88,222,190,26,43,4,1,2,55,17,23,5,1,3,1,4,3,47,4,0.226,0.324,0.289,0.613,0.286,73.4,-0.06,-0.59,131.98939130434783,16.709565217391305,9.0,0.0782608695652174
264,60558,오태곤,2019,DH,27,60,192,164,27,36,5,0,2,47,13,20,4,0,3,1,10,2,39,4,0.22,0.317,0.287,0.604,0.284,70.7,-0.08,-0.33,135.26657534246573,16.958447488584493,29.0,0.1324200913242009
265,60566,이상호,2019,2B,30,102,256,234,30,65,7,0,0,72,12,9,2,0,8,3,10,5,22,10,0.278,0.306,0.308,0.614,0.278,63.9,-0.19,-1.34,124.17456140350876,10.549707602339183,0.0,0.0
266,60605,홍재호,2019,2B,32,10,20,19,2,4,0,0,0,4,0,1,0,0,0,0,0,0,5,1,0.211,0.25,0.211,0.46099999999999997,0.215,25.2,-0.05,0.17,130.3981818181818,21.33636363636364,0.0,0.0
267,60648,이인행,2019,RF,28,9,20,16,1,3,1,0,0,4,2,2,1,0,1,0,0,0,6,1,0.188,0.316,0.25,0.5660000000000001,0.274,,-0.04,0.06,121.3188888888889,17.74444444444445,0.0,0.0
268,60805,최윤석,2019,SS,32,7,15,12,3,3,0,0,0,3,1,3,0,0,0,0,0,0,4,0,0.25,0.4,0.25,0.65,0.32,,0.11,-0.05,115.40285714285713,11.542857142857144,0.0,0.0
269,61102,유강남,2019,C,26,132,468,418,44,113,22,0,16,183,49,30,13,2,1,6,0,0,82,21,0.27,0.334,0.438,0.772,0.341,117.0,3.35,-0.0,139.97954716981124,18.947547169811326,69.0,0.26037735849056604
270,61104,정병곤,2019,2B,31,20,31,27,6,5,1,0,0,6,4,2,2,0,0,0,0,0,4,2,0.185,0.29,0.222,0.512,0.25,,0.01,-0.4,129.29166666666663,12.738888888888885,1.0,0.05555555555555555
271,61114,김재율,2019,3B,30,4,9,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.111,0.111,0.111,0.222,0.1,-56.1,-0.13,-0.18,129.724,29.320000000000004,0.0,0.0
272,61186,이천웅,2019,CF,30,138,613,546,88,168,24,3,2,204,48,57,5,1,4,1,21,10,82,13,0.308,0.378,0.374,0.752,0.342,114.3,3.98,2.02,135.9902465753424,10.183835616438348,27.0,0.07397260273972603
273,61197,최영진,2019,3B,31,96,275,251,29,63,15,1,5,95,20,14,2,2,8,0,4,1,47,4,0.251,0.296,0.378,0.6739999999999999,0.298,74.9,0.23,-1.26,128.50335329341308,18.295209580838325,14.0,0.08383233532934131
274,61204,김동한,2019,2B,31,42,85,78,9,22,4,0,0,26,2,6,0,0,1,0,3,2,15,1,0.282,0.333,0.333,0.666,0.304,86.6,0.23,-0.29,124.79641509433962,19.443396226415093,0.0,0.0
275,61208,정진호,2019,RF,30,66,110,96,13,20,0,0,1,23,3,11,0,0,3,0,5,2,24,2,0.208,0.29,0.24,0.53,0.251,47.1,-0.37,-1.24,128.02293103448275,14.496551724137928,1.0,0.017241379310344827
276,61353,고종욱,2019,LF,30,137,513,492,76,159,25,7,3,207,56,18,1,1,0,2,31,10,89,5,0.323,0.347,0.421,0.768,0.34,115.5,2.26,1.73,135.88657232704404,12.458176100628943,35.0,0.110062893081761
277,61404,김헌곤,2019,LF,30,114,467,411,57,122,20,1,5,159,46,37,8,1,5,6,10,8,41,18,0.297,0.361,0.387,0.748,0.337,107.6,1.68,-0.37,130.3282142857142,16.436785714285715,20.0,0.07142857142857142
278,61554,김민하,2019,LF,30,72,140,125,14,32,6,0,2,44,14,9,3,0,2,1,5,2,41,4,0.256,0.319,0.352,0.671,0.304,87.7,0.22,-0.66,130.285,13.81451612903226,9.0,0.14516129032258066
279,61566,허일,2019,CF,26,71,162,149,14,38,4,0,1,45,17,12,1,0,0,0,2,1,28,1,0.255,0.315,0.302,0.617,0.284,,0.11,0.12,131.92,13.1,6.0,0.06976744186046513
280,61700,강경학,2019,SS,26,52,135,113,21,27,4,0,0,31,12,15,3,0,3,1,1,2,32,3,0.239,0.341,0.274,0.615,0.292,77.6,0.25,-0.26,129.15177419354842,14.493548387096775,0.0,0.0
281,61869,정진기,2019,RF,26,13,17,16,1,3,0,0,0,3,2,1,0,0,0,0,0,0,2,0,0.188,0.235,0.188,0.423,0.2,15.6,-0.14,-0.13,127.28555555555558,18.733333333333334,0.0,0.0
282,62025,이원재,2019,1B,30,94,285,256,31,66,11,0,8,101,36,20,1,0,5,3,1,2,47,5,0.258,0.311,0.395,0.706,0.314,88.5,0.17,-0.51,134.65816091954034,16.720114942528742,22.0,0.1264367816091954
283,62164,서상우,2019,DH,29,13,24,21,2,5,1,0,0,6,1,3,0,0,0,0,0,0,8,1,0.238,0.333,0.286,0.619,0.291,,-0.04,-0.22,147.23454545454544,9.354545454545452,2.0,0.18181818181818185
284,62234,류지혁,2019,SS,25,118,316,276,36,69,6,2,0,79,34,24,7,0,6,3,18,5,40,6,0.25,0.323,0.286,0.609,0.283,69.9,0.51,0.14,126.34942307692309,13.658173076923076,4.0,0.019230769230769232
285,62244,박세혁,2019,C,29,137,505,441,58,123,19,9,4,172,63,41,7,1,10,6,8,2,68,5,0.279,0.345,0.39,0.735,0.329,101.3,3.06,1.02,130.3381935483871,17.63580645161289,26.0,0.08387096774193549
286,62265,유민상,2019,1B,30,61,202,175,23,51,15,0,5,81,26,23,4,0,0,0,0,0,35,6,0.291,0.386,0.463,0.849,0.38,139.6,1.23,0.46,134.21147826086963,15.302608695652184,12.0,0.10434782608695653
287,62353,박정음,2019,LF,30,60,88,71,13,14,2,1,0,18,7,11,5,0,1,0,6,5,31,1,0.197,0.345,0.254,0.599,0.292,75.9,-0.09,-0.14,127.84107142857144,17.225,2.0,0.07142857142857142
288,62356,김규민,2019,LF,26,94,250,222,33,55,8,1,3,74,24,22,4,0,0,2,2,4,68,4,0.248,0.324,0.333,0.657,0.301,86.0,0.28,-0.62,135.0704310344827,14.684482758620687,15.0,0.12931034482758622
289,62404,구자욱,2019,RF,26,122,526,475,66,127,27,6,15,211,71,38,7,2,0,6,11,3,88,5,0.267,0.327,0.444,0.771,0.339,107.6,1.95,1.16,134.63495548961424,21.549258160237397,50.0,0.14836795252225518
290,62409,박찬도,2019,RF,30,30,34,32,10,9,1,0,0,10,2,2,0,1,0,0,0,1,10,0,0.281,0.324,0.312,0.636,0.278,,-0.02,-0.37,126.69533333333332,3.46,0.0,0.0
291,62415,박해민,2019,CF,29,144,581,506,64,121,16,7,5,166,44,58,2,0,12,3,24,7,82,4,0.239,0.318,0.328,0.646,0.296,76.8,1.26,-1.36,129.68123167155423,18.014076246334316,8.0,0.02346041055718475
292,62499,이현동,2019,RF,26,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,-127.3,-0.05,-0.07,107.63,-25.5,0.0,0.0
293,62556,신본기,2019,SS,30,121,413,375,43,96,9,0,1,108,26,24,8,1,5,1,3,3,62,9,0.256,0.314,0.288,0.602,0.277,68.5,0.6,-1.68,128.50677551020405,15.298775510204086,5.0,0.020408163265306117
294,62558,김준태,2019,C,24,43,104,88,10,14,3,0,0,17,8,12,2,0,2,0,0,0,23,1,0.159,0.275,0.193,0.468,0.231,34.2,-0.44,-0.13,132.55277777777778,15.944444444444445,6.0,0.1111111111111111
295,62668,윤해진,2019,3B,30,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,-127.3,-0.07,0.05,134.18,29.0,0.0,0.0
296,62700,하주석,2019,SS,25,5,20,19,3,5,2,0,0,7,2,0,0,0,1,0,0,0,4,1,0.263,0.263,0.368,0.631,0.277,,0.04,-0.51,121.238,11.75,1.0,0.1
297,62797,양성우,2019,LF,30,56,129,119,11,20,3,0,1,26,6,9,0,0,1,0,1,0,28,2,0.168,0.227,0.218,0.445,0.208,20.6,-0.77,-1.12,131.00129032258062,13.661290322580646,2.0,0.03225806451612903
298,62802,박승욱,2019,1B,26,101,244,222,24,52,3,4,3,72,15,14,2,0,6,0,4,1,50,5,0.234,0.286,0.324,0.61,0.276,63.5,-0.49,-1.93,128.66296052631583,15.879605263157895,5.0,0.03289473684210526
299,62864,김민식,2019,C,30,53,116,96,6,16,2,0,0,18,14,15,3,0,0,2,2,0,29,1,0.167,0.293,0.188,0.481,0.24,42.3,-0.14,-0.23,127.27698412698412,17.07777777777778,0.0,0.0
300,62884,최항,2019,2B,25,52,147,127,12,29,5,0,0,34,14,16,2,0,1,1,2,0,24,3,0.228,0.322,0.268,0.5900000000000001,0.278,70.1,0.2,-1.09,127.27978494623655,16.07634408602151,4.0,0.04301075268817205
301,62893,최정민,2019,2B,30,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,-127.3,-0.12,-0.19,109.075,-3.3000000000000003,0.0,0.0
302,62895,한동민,2019,RF,29,125,502,427,52,113,20,0,12,169,52,55,20,4,0,0,0,1,100,6,0.265,0.375,0.396,0.771,0.35,116.9,2.11,0.83,138.62059027777784,17.425000000000008,52.0,0.18055555555555555
303,62907,박민우,2019,2B,26,125,526,468,89,161,23,8,1,203,45,41,9,1,2,6,18,7,40,10,0.344,0.403,0.434,0.837,0.373,135.8,4.72,1.68,130.605225464191,14.946949602122016,6.0,0.015915119363395226
304,62908,황윤호,2019,2B,25,57,130,123,9,37,5,2,1,49,9,5,0,0,1,1,2,2,12,2,0.301,0.326,0.398,0.724,0.321,97.3,0.43,-0.25,128.20688888888893,19.001111111111108,2.0,0.022222222222222227
305,62921,박헌욱,2019,CF,26,6,9,9,0,1,1,0,0,2,1,0,0,0,0,0,0,0,5,1,0.111,0.111,0.222,0.333,0.143,-27.8,-0.11,0.03,130.215,36.4,1.0,0.5
306,62925,강진성,2019,LF,25,41,104,97,11,24,4,1,2,36,14,3,4,0,0,0,2,1,20,6,0.247,0.298,0.371,0.669,0.301,83.5,0.19,0.18,138.71399999999997,19.130909090909096,14.0,0.2545454545454545
307,62931,노진혁,2019,SS,29,110,390,348,51,92,23,2,13,158,43,31,2,2,6,3,0,1,80,7,0.264,0.326,0.454,0.78,0.342,107.2,2.39,-0.48,136.1646610169492,20.63305084745763,38.0,0.16101694915254236
308,62934,김성욱,2019,CF,26,116,333,287,38,66,16,1,9,111,36,29,3,1,9,5,6,4,69,4,0.23,0.302,0.387,0.6890000000000001,0.306,80.5,0.65,-0.28,133.15539267015708,20.43769633507853,28.0,0.14659685863874344
309,62947,나성범,2019,CF,29,23,106,93,19,34,12,1,4,60,14,12,1,0,0,0,2,1,26,2,0.366,0.443,0.645,1.088,0.471,201.0,1.54,0.52,139.98216666666667,20.04833333333333,13.0,0.21666666666666667
310,63088,김진곤,2019,CF,31,19,34,30,4,8,2,0,0,10,6,2,0,0,2,0,1,1,8,1,0.267,0.312,0.333,0.645,0.293,67.5,-0.1,0.03,132.17157894736835,9.610526315789473,1.0,0.05263157894736842
311,63123,강승호,2019,2B,25,15,42,39,5,6,0,0,2,12,5,2,0,0,1,0,0,0,18,1,0.154,0.195,0.308,0.503,0.225,19.7,-0.18,-0.38,126.22611111111108,24.09444444444444,3.0,0.16666666666666666
312,63202,장승현,2019,C,25,35,46,41,3,7,2,0,0,9,3,3,1,0,0,1,0,0,13,0,0.171,0.239,0.22,0.45899999999999996,0.215,26.1,-0.14,-0.2,130.6876923076923,20.71153846153847,0.0,0.0
313,63257,김인태,2019,LF,25,26,70,60,6,14,2,1,2,24,7,8,0,0,1,1,1,1,12,2,0.233,0.319,0.4,0.7190000000000001,0.321,98.1,0.19,0.41,134.62025,19.305,4.0,0.1
314,63260,이우성,2019,LF,24,60,168,151,19,33,4,0,6,55,22,12,2,0,1,2,0,0,40,3,0.219,0.281,0.364,0.645,0.29,,0.05,-0.98,137.27711340206187,14.852577319587624,10.0,0.10309278350515463
315,63440,이흥련,2019,C,30,27,44,42,3,13,2,1,0,17,5,2,0,0,0,0,0,0,12,1,0.31,0.341,0.405,0.746,0.332,106.8,0.22,-0.41,122.1783333333333,13.341666666666667,2.0,0.08333333333333333
316,63448,김영환,2019,미정,26,13,15,14,1,1,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0.071,0.133,0.071,0.20400000000000001,0.107,-51.5,-0.19,-0.39,130.35555555555555,29.53333333333333,0.0,0.0
317,63450,정현,2019,2B,25,27,44,37,3,3,0,0,0,3,2,6,0,0,0,1,1,1,16,1,0.081,0.205,0.081,0.286,0.157,-15.9,-0.38,-0.39,121.4825,23.329999999999995,2.0,0.1
318,63558,정준혁,2019,LF,25,6,11,11,1,3,0,0,0,3,1,0,0,0,0,0,0,0,6,0,0.273,0.273,0.273,0.546,0.245,,-0.03,-0.03,138.925,2.4500000000000006,0.0,0.0
319,63559,백동훈,2019,RF,28,41,52,47,8,8,2,0,0,10,2,3,2,0,0,0,0,1,16,0,0.17,0.25,0.213,0.46299999999999997,0.222,30.7,-0.27,-0.39,135.7718181818182,20.081818181818182,4.0,0.18181818181818185
320,63593,조홍석,2019,RF,29,42,66,61,8,7,2,1,0,11,5,4,0,0,0,1,1,0,14,1,0.115,0.167,0.18,0.347,0.161,-13.0,-0.64,-0.63,128.68371428571427,18.18,1.0,0.028571428571428567
321,63700,장운호,2019,RF,25,7,12,10,2,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0.1,0.182,0.1,0.28200000000000003,0.145,-31.9,-0.2,-0.04,134.222,29.6,0.0,0.0
322,63703,박한결,2019,SS,24,9,11,11,0,2,0,0,0,2,0,0,0,0,0,0,0,1,4,1,0.182,0.182,0.182,0.364,0.163,-6.7,-0.12,-0.27,126.4325,4.375,1.0,0.25
323,63704,노수광,2019,LF,28,117,445,388,69,97,16,1,2,121,28,46,2,0,9,0,27,10,68,1,0.25,0.333,0.312,0.645,0.299,80.9,0.57,0.92,126.59212996389894,14.658122743682311,0.0,0.0
324,63722,한승택,2019,C,25,105,288,251,22,56,9,1,3,76,27,27,1,1,7,2,1,0,82,8,0.223,0.299,0.303,0.602,0.275,61.6,0.27,-0.5,127.37214765100671,18.835570469798654,14.0,0.09395973154362416
325,63895,최민재,2019,RF,25,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-127.3,-0.06,-0.08,89.63,6.7,0.0,0.0
326,63903,유영준,2019,미정,24,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,-127.3,-0.1,-0.04,146.12,-3.2,0.0,0.0
327,63920,김준완,2019,RF,28,8,19,16,0,4,0,0,0,4,1,2,0,0,0,1,0,0,2,0,0.25,0.316,0.25,0.5660000000000001,0.263,,-0.03,-0.41,126.16642857142857,9.464285714285714,0.0,0.0
328,63963,권희동,2019,RF,28,116,413,348,37,89,17,0,6,124,41,50,7,1,5,3,3,0,60,10,0.256,0.358,0.356,0.714,0.327,100.0,1.33,0.18,133.94058139534886,21.513178294573642,17.0,0.06589147286821706
329,64004,김민혁,2019,LF,23,127,521,466,68,131,10,1,0,143,32,32,13,0,5,5,22,10,61,8,0.281,0.341,0.307,0.648,0.299,82.7,1.0,-0.27,131.95240853658538,11.003963414634146,8.0,0.024390243902439025
330,64006,심우준,2019,SS,24,138,433,391,54,109,13,1,3,133,28,23,6,0,12,1,24,3,68,7,0.279,0.328,0.34,0.668,0.304,81.9,1.92,-1.54,128.79216216216213,13.381467181467185,5.0,0.019305019305019305
331,64007,문상철,2019,1B,28,33,67,59,8,12,1,0,2,19,7,4,2,0,0,2,2,0,26,1,0.203,0.269,0.322,0.591,0.267,61.3,-0.07,-0.28,122.31290322580648,13.041935483870967,2.0,0.06451612903225806
332,64011,안승한,2019,C,27,36,47,44,4,6,1,0,0,7,5,1,1,0,1,0,0,0,13,1,0.136,0.174,0.159,0.33299999999999996,0.157,-18.6,-0.47,-0.87,130.8455555555555,26.45185185185185,0.0,0.0
333,64012,송민섭,2019,RF,27,104,64,53,24,16,0,1,0,18,4,7,2,0,1,1,0,3,13,0,0.302,0.397,0.34,0.7370000000000001,0.341,110.6,0.21,0.31,135.26611111111112,15.833333333333336,2.0,0.05555555555555555
334,64014,김병희,2019,3B,28,4,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.143,0.143,0.143,0.286,0.128,-36.3,-0.08,-0.03,133.56333333333333,23.46666666666667,0.0,0.0
335,64022,안중열,2019,C,23,73,145,136,10,26,6,1,2,40,4,6,2,0,1,0,0,1,41,2,0.191,0.236,0.294,0.53,0.24,40.6,-0.19,-1.69,131.32378378378382,22.524324324324326,6.0,0.08108108108108109
336,64086,신성현,2019,1B,28,35,54,41,9,8,0,0,1,11,6,10,1,0,0,2,0,0,14,0,0.195,0.352,0.268,0.62,0.299,,0.07,-0.13,131.23625,20.425,6.0,0.25
337,64164,류형우,2019,1B,24,10,12,11,2,2,0,0,0,2,1,1,0,0,0,0,0,0,3,1,0.182,0.25,0.182,0.432,0.208,,-0.04,0.03,137.53666666666666,-8.633333333333333,0.0,0.0
338,64166,배정대,2019,CF,24,66,84,74,15,15,4,0,0,19,6,7,1,0,2,0,0,2,23,2,0.203,0.28,0.257,0.537,0.252,46.7,-0.27,-0.7,130.24755555555552,20.717777777777787,6.0,0.13333333333333333
339,64260,김경호,2019,CF,23,32,27,26,4,5,1,0,0,6,2,0,0,0,1,0,0,0,7,0,0.192,0.192,0.231,0.42300000000000004,0.188,1.4,-0.22,-0.44,117.93875,24.65625,0.0,0.0
340,64266,이성곤,2019,RF,27,13,28,28,1,5,3,0,0,8,0,0,0,0,0,0,0,0,6,0,0.179,0.179,0.286,0.46499999999999997,0.202,13.3,-0.3,-0.12,136.39611111111108,8.761111111111113,1.0,0.05555555555555555
341,64300,김하성,2019,SS,23,139,625,540,112,166,38,2,19,265,104,70,7,4,1,7,33,4,80,12,0.307,0.389,0.491,0.88,0.387,145.7,7.17,4.52,136.34413705583745,23.226903553299504,58.0,0.14720812182741114
342,64346,임병욱,2019,CF,23,117,419,379,39,92,17,5,0,119,41,23,11,0,6,0,10,2,110,6,0.243,0.305,0.314,0.619,0.283,69.1,0.57,0.33,139.80208530805692,12.204265402843607,27.0,0.12796208530805686
343,64407,김호재,2019,2B,24,28,33,32,1,7,1,0,0,8,0,1,0,0,0,0,0,1,7,1,0.219,0.242,0.25,0.492,0.224,32.4,-0.16,-0.07,128.5857142857143,11.433333333333332,0.0,0.0
344,64410,백승민,2019,1B,29,19,45,42,4,10,1,0,0,11,4,2,0,0,0,1,0,0,12,2,0.238,0.267,0.262,0.529,0.239,44.1,-0.21,-0.31,129.32999999999996,21.308333333333334,0.0,0.0
345,64468,박계범,2019,SS,23,58,204,168,26,43,8,1,4,65,25,22,5,0,6,3,5,1,45,7,0.256,0.354,0.387,0.741,0.335,99.9,1.01,-0.34,127.20688073394493,16.733027522935778,5.0,0.045871559633027525
346,64469,송준석,2019,LF,25,26,56,51,6,12,3,0,1,18,4,2,1,0,1,1,0,0,14,3,0.235,0.273,0.353,0.626,0.278,63.0,-0.08,-0.43,120.6984375,16.3625,2.0,0.0625
347,64493,최선호,2019,LF,27,17,8,6,1,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0.167,0.375,0.167,0.542,0.287,,0.01,0.02,128.1825,28.5,0.0,0.0
348,64499,김재현,2019,2B,27,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,-127.3,-0.05,-0.03,83.09,-15.8,0.0,0.0
349,64501,배성근,2019,2B,24,36,48,44,4,9,1,0,0,10,2,4,0,0,0,0,1,0,13,0,0.205,0.271,0.227,0.498,0.235,40.3,-0.08,0.06,133.62,9.778947368421052,0.0,0.0
350,64504,오윤석,2019,1B,27,76,228,198,21,44,2,0,1,49,21,20,2,1,4,4,0,0,43,4,0.222,0.295,0.247,0.542,0.252,49.6,-0.67,-0.56,134.58788135593227,11.584745762711869,12.0,0.1016949152542373
351,64560,이창진,2019,CF,28,133,470,400,57,108,25,1,6,153,48,57,4,0,4,5,8,8,92,8,0.27,0.363,0.382,0.745,0.338,108.8,2.5,-0.85,130.4487912087912,19.817582417582397,25.0,0.09157509157509157
352,64646,박찬호,2019,3B,24,133,541,504,60,131,15,4,2,160,49,26,4,0,5,2,39,6,83,8,0.26,0.3,0.317,0.617,0.28,68.7,0.91,-0.19,127.82076696165196,12.307669616519178,5.0,0.014749262536873156
353,64657,박준태,2019,RF,27,38,47,41,13,7,3,0,0,10,4,4,0,0,0,2,1,1,15,1,0.171,0.234,0.244,0.478,0.218,26.0,-0.21,-0.58,118.90083333333332,17.012500000000006,1.0,0.04166666666666666
354,64706,이창열,2019,DH,27,11,16,13,3,2,0,0,0,2,1,1,1,0,1,0,0,0,5,1,0.154,0.267,0.154,0.42100000000000004,0.215,18.8,-0.09,0.07,124.448,18.0,0.0,0.0
355,64717,지성준,2019,C,25,58,109,104,7,26,6,0,2,38,11,5,0,0,0,0,0,0,21,3,0.25,0.284,0.365,0.649,0.29,79.7,0.33,-1.02,134.75486111111115,16.694444444444443,11.0,0.1527777777777778
356,64793,김민수,2019,C,28,29,41,39,5,8,1,0,0,9,2,1,0,0,0,1,0,0,16,0,0.205,0.22,0.231,0.451,0.202,17.3,-0.15,-0.59,124.27772727272726,19.686363636363637,1.0,0.045454545454545456
357,64803,임재현,2019,RF,28,6,3,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0.667,0.667,0.667,1.334,0.599,,0.1,-0.01,136.5,8.600000000000001,0.0,0.0
358,64868,조용호,2019,RF,29,87,211,188,15,55,6,3,0,67,19,21,0,0,2,0,3,4,28,0,0.293,0.364,0.356,0.72,0.328,103.2,0.53,0.17,130.19307692307692,8.777777777777779,1.0,0.008547008547008548
359,64906,강민국,2019,SS,27,58,94,88,12,24,0,1,0,26,7,6,0,0,0,0,2,0,17,2,0.273,0.319,0.295,0.614,0.282,72.6,0.28,-0.14,127.0742,15.318,0.0,0.0
360,64984,김태진,2019,LF,23,123,399,374,44,103,14,5,5,142,46,16,1,0,5,3,12,4,67,3,0.275,0.305,0.38,0.685,0.304,83.6,0.53,-1.28,128.342490118577,16.93162055335967,6.0,0.023715415019762844
361,65109,백승현,2019,3B,24,14,30,30,1,5,1,0,0,6,0,0,0,0,0,0,1,0,10,1,0.167,0.167,0.2,0.367,0.163,-11.5,-0.23,-0.59,139.15066666666664,8.239999999999998,2.0,0.13333333333333333
362,65132,김재성,2019,C,22,3,7,5,0,1,0,0,0,1,1,2,0,0,0,0,0,0,2,0,0.2,0.429,0.2,0.629,0.328,,0.04,0.07,124.025,8.45,0.0,0.0
363,65136,박지규,2019,2B,27,10,18,11,2,1,0,0,0,1,1,4,2,0,1,0,0,0,7,0,0.091,0.412,0.091,0.503,0.304,,0.06,0.11,112.64333333333332,13.166666666666664,0.0,0.0
364,65207,신민재,2019,2B,23,81,93,80,25,19,3,0,0,22,5,8,3,0,1,1,10,8,17,0,0.238,0.326,0.275,0.601,0.283,,-0.01,-0.18,129.6771739130435,8.232608695652173,0.0,0.0
365,65357,송성문,2019,3B,22,103,335,308,33,70,12,5,3,101,34,19,0,0,4,4,2,1,53,7,0.227,0.269,0.328,0.597,0.266,57.6,-0.16,-1.76,134.00461904761906,18.175238095238107,15.0,0.07142857142857142
366,65399,허정협,2019,LF,29,37,77,68,3,16,1,0,0,17,8,7,1,0,0,1,0,0,19,1,0.235,0.312,0.25,0.562,0.265,61.9,-0.13,-0.34,135.7845,22.590000000000003,4.0,0.1
367,65464,최정용,2019,2B,22,8,21,21,4,6,0,0,0,6,1,0,0,0,0,0,0,0,10,0,0.286,0.286,0.286,0.572,0.257,,-0.02,-0.09,137.44636363636366,1.3090909090909089,0.0,0.0
368,65515,강로한,2019,2B,27,104,306,288,38,69,15,6,4,108,25,13,3,0,1,1,7,1,107,3,0.24,0.279,0.375,0.654,0.29,77.1,0.74,-0.08,130.25597315436244,17.71409395973156,18.0,0.12080536912751677
369,65586,전병우,2019,1B,26,28,54,50,2,5,1,0,0,6,0,3,0,0,1,0,0,0,22,0,0.1,0.151,0.12,0.271,0.132,-35.3,-0.79,-1.22,126.79375,26.975,3.0,0.125
370,65610,황대인,2019,1B,23,12,28,25,0,5,2,0,0,7,0,1,2,0,0,0,0,0,8,0,0.2,0.286,0.28,0.5660000000000001,0.265,59.0,-0.12,-0.2,130.50470588235294,33.34117647058824,2.0,0.1176470588235294
371,65869,이현석,2019,C,27,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-127.3,-0.07,-0.03,138.185,41.0,0.0,0.0
372,65898,김웅빈,2019,3B,23,4,11,11,1,3,1,0,0,4,3,0,0,0,0,0,0,0,2,2,0.273,0.273,0.364,0.637,0.28,,0.02,0.11,139.28000000000003,5.2,1.0,0.125
373,65905,최승민,2019,CF,23,24,10,9,5,4,1,0,0,5,1,1,0,0,0,0,5,2,2,0,0.444,0.5,0.556,1.056,0.468,204.2,0.24,0.09,108.942,13.2,0.0,0.0
374,66052,남태혁,2019,DH,28,12,24,22,1,5,0,0,0,5,1,2,0,0,0,0,0,0,3,3,0.227,0.292,0.227,0.519,0.246,48.3,-0.07,-0.47,127.06888888888894,12.93888888888889,2.0,0.1111111111111111
375,66108,홍창기,2019,CF,25,23,25,23,3,5,2,0,0,7,0,1,1,0,0,0,2,0,12,1,0.217,0.28,0.304,0.5840000000000001,0.268,,0.02,-0.07,137.3575,16.8125,2.0,0.25
376,66203,서예일,2019,3B,26,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-127.3,-0.07,0.0,96.45,26.700000000000006,0.0,0.0
